板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
主板,武商集团股份有限公司,"WUSHANG GROUP CO., LTD.",湖北省武汉市江汉区解放大道690号,000501,武商集团,1992-11-20,"768,992,731","768,073,142",,,,0,0,华中,湖北,武汉市,F 批发零售,www.wushang.com.cn
主板,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",山东省青岛市黄岛区峨眉山路396号44栋401户,000503,国新健康,1992-11-30,"906,413,204","898,822,204",,,,0,0,华东,山东,青岛市,I 信息技术,www.crhms.cn
主板,南华生物医药股份有限公司,"NanHua Bio-medicine CO.,Ltd．",湖南省长沙市天心区城南西路3号财信大厦13楼,000504,南华生物,1992-12-08,"311,573,901","310,673,201",,,,0,0,华中,湖南,长沙市,M 科研服务,www.landfar.cn
主板,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",海南省海口市滨海大道珠江广场帝豪大厦29层,000505,京粮控股,1992-12-21,"661,975,251","620,815,364",200505,京粮B,1995-06-29,"64,975,000","64,975,000",华南,海南,海口市,C 制造业,
主板,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,山东省济南市经十路13777号中润世纪广场17栋,000506,中润资源,1993-03-12,"929,017,761","928,670,961",,,,0,0,华东,山东,济南市,B 采矿业,www.sdzr.com
主板,珠海港股份有限公司,"ZHUHAI  PORT  CO., LTD",广东省珠海市南水镇榕湾路16号2001-2号办公,000507,珠海港,1993-03-26,"919,734,895","902,337,753",,,,0,0,华南,广东,珠海市,G 运输仓储,www.0507.com.cn
主板,华塑控股股份有限公司,"Huasu Holdings CO.,Ltd",四川省南充市顺庆区涪江路223号,000509,华塑控股,1993-05-07,"1,073,128,052","1,073,112,808",,,,0,0,西南,四川,南充市,Q 卫生,
主板,四川新金路集团股份有限公司,"SICHUAN XINJINLU GROUP CO.,LTD",四川省德阳市泰山南路二段733号银鑫·五洲广场一期21栋22-23层,000510,新金路,1993-05-07,"609,182,254","567,242,232",,,,0,0,西南,四川,德阳市,C 制造业,www.xjinlu.cn
主板,丽珠医药集团股份有限公司,LIVZON PHARMACEUTICAL GROUP INC.,广东省珠海市金湾区创业北路38号总部大楼,000513,丽珠集团,1993-10-28,"625,721,470","605,860,369",,,,0,0,华南,广东,珠海市,C 制造业,www.livzon.com.cn
主板,重庆渝开发股份有限公司,"CHONGQING YUKAIFA CO.,LTD",重庆市渝中区中山三路128号投资大厦25层,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",,,,0,0,西南,重庆,重庆市,K 房地产,www.cqukf.com
主板,西安国际医学投资股份有限公司,"XI""AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED",陕西省西安市高新区团结南路16号保障楼5层,000516,国际医学,1993-08-09,"2,275,255,232","1,899,775,782",,,,0,0,西北,陕西,西安市,Q 卫生,www.000516.cn
主板,荣安地产股份有限公司,"Rongan Property Co.,Ltd.",浙江省宁波市海曙区灵桥路513号(14-12),000517,荣安地产,1993-08-06,"3,183,922,485","2,491,986,416",,,,0,0,华东,浙江,宁波市,K 房地产,www.rongan.com.cn
主板,江苏四环生物股份有限公司,"JIANGSU SIHUAN BIOENGINEERING CO.,LTD",江苏省江阴市滨江开发区定山路十号,000518,四环生物,1993-09-08,"1,029,556,222","1,029,554,722",,,,0,0,华东,江苏,无锡市,C 制造业,www.000518shsw.com
主板,中兵红箭股份有限公司,"NORTH INDUSTRIES GROUP RED ARROW CO., LTD",湖南省湘潭市国家高新技术产业开发区德国工业园莱茵路1号,000519,中兵红箭,1993-10-08,"1,392,558,982","1,391,500,582",,,,0,0,华中,湖南,湘潭市,C 制造业,zbhj.norincogroup.com.cn
主板,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",湖北省武汉市江汉区民权路39号汇江大厦,000520,长航凤凰,1993-10-25,"1,012,083,455","1,012,079,705",,,,0,0,华中,湖北,武汉市,G 运输仓储,000520.top
主板,长虹美菱股份有限公司,"CHANGHONG MEILING CO.,LTD.",安徽省合肥市经济技术开发区莲花路2163号,000521,长虹美菱,1993-10-18,"881,733,881","875,912,459",200521,虹美菱B,1996-08-28,"148,189,834","146,922,414",华东,安徽,合肥市,C 制造业,www.meiling.com
主板,广州市浪奇实业股份有限公司,"LONKEY INDUSTRIAL CO.,LTD. GUANGZHOU",广东省广州市天河区临江大道393号501室,000523,广州浪奇,1993-11-08,"1,612,420,134","1,571,625,427",,,,0,0,华南,广东,广州市,C 制造业,www.lonkey.com.cn
主板,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,广东省广州市流花路120号,000524,岭南控股,1993-11-18,"670,208,597","670,081,621",,,,0,0,华南,广东,广州市,L 商务服务,www.gzlnholdings.com
主板,南京红太阳股份有限公司,"NANJING RED SUN CO., LTD",江苏省南京市高淳区桠溪镇东风路8号,000525,ST红太阳,1993-10-28,"580,772,873","580,617,168",,,,0,0,华东,江苏,南京市,C 制造业,www.chinaredsun.com
主板,学大（厦门）教育科技集团股份有限公司,"XUEDA (XIAMEN) EDUCATION TECHNOLOGY GROUP CO., LTD",福建省厦门市湖里区寨上长乐路1号,000526,学大教育,1993-11-01,"117,762,709","117,762,709",,,,0,0,华东,福建,厦门市,P 教育,
主板,广西柳工机械股份有限公司,"GUANGXI LIUGONG MACHINERY CO., LTD",广西壮族自治区柳州市柳太路1号,000528,柳    工,1993-11-18,"1,951,261,261","958,701,308",,,,0,0,华南,广西,柳州市,C 制造业,www.liugong.com
主板,广东广弘控股股份有限公司,"GUANGDONG GUANGHONG HOLDINGS CO.,LTD.",广东省广州市天河区广州大道北路520号,000529,广弘控股,1993-11-18,"583,790,330","569,884,377",,,,0,0,华南,广东,广州市,C 制造业,www.ghkg000529.com
主板,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",辽宁省大连市经济技术开发区辽河东路106号,000530,冰山冷热,1993-12-08,"601,712,507","600,041,613",200530,冰山B,1998-03-20,"241,500,000","241,500,000",东北,辽宁,大连市,C 制造业,www.bingshan.cn
主板,广州恒运企业集团股份有限公司,"GUANGZHOU HENGYUN ENTERPRISES HOLDING CO.,LTD",广东省广州市萝岗区西基工业区西基路,000531,穗恒运Ａ,1994-01-06,"822,099,384","822,099,384",,,,0,0,华南,广东,广州市,D 水电煤气,www.hengyun.com.cn
主板,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co., Ltd.",广东省珠海市香洲区国家高新区前湾二路2号总部基地一期B栋5楼,000532,华金资本,1994-01-03,"344,708,340","343,549,746",,,,0,0,华南,广东,珠海市,S 综合,www.huajinct.com
主板,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co. ,Ltd.",广东省佛山市顺德区大良街道逢沙萃智路1号车创置业广场1栋18楼02―07单元,000533,顺钠股份,1994-01-03,"690,816,000","684,902,400",,,,0,0,华南,广东,佛山市,C 制造业,www.shunna.com.cn
主板,万泽实业股份有限公司,"WEDGE INDUSTRIAL CO.,LTD.",广东省汕头市珠池路23号光明大厦B幢8楼,000534,万泽股份,1994-01-10,"500,623,096","492,661,296",,,,0,0,华南,广东,汕头市,C 制造业,www.wedgeind.com
主板,华映科技（集团）股份有限公司,"CPT TECHNOLOGY (GROUP) CO., LTD",福建省福州市马尾区儒江西路6号,000536,华映科技,1993-11-26,"2,766,032,803","2,763,082,516",,,,0,0,华东,福建,福州市,C 制造业,www.cpttg.com
主板,天津中绿电投资股份有限公司,"CHINA GREEN ELECTRICITY  INVESTMENT of TIANJIN CO.,LTD.",天津市天津经济技术开发区新城西路52号6号楼202-4单元,000537,广宇发展,1993-12-10,"1,862,520,720","1,862,520,720",,,,0,0,华北,天津,天津市,K 房地产,www.gyfz000537.com
主板,云南白药集团股份有限公司,"YUNNAN BAIYAO GROUP CO.,LTD.",云南省昆明市呈贡区云南白药街3686号,000538,云南白药,1993-12-15,"1,796,862,549","1,684,594,678",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnanbaiyao.com.cn
主板,广东电力发展股份有限公司,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD",广东省广州市天河东路2号粤电广场南塔33-36楼,000539,粤电力Ａ,1993-11-26,"4,451,875,986","2,553,912,699",200539,粤电力Ｂ,1995-06-28,"798,408,000","798,408,000",华南,广东,广州市,D 水电煤气,www.ged.com.cn
主板,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,贵州省贵阳市观山湖区中天路3号,000540,中天金融,1994-02-02,"7,005,254,679","6,996,237,804",,,,0,0,西南,贵州,贵阳市,K 房地产,www.ztfgroup.com
主板,佛山电器照明股份有限公司,"FOSHAN ELECTRICAL AND LIGHTING CO., LTD",广东省佛山市禅城区汾江北路64号,000541,佛山照明,1993-11-23,"1,058,321,409","1,056,501,050",200541,粤照明Ｂ,1995-08-08,"303,673,238","294,739,939",华南,广东,佛山市,C 制造业,www.Chinafsl.Com
主板,安徽省皖能股份有限公司,"AN HUI WENERGY CO.,LTD",安徽省合肥市马鞍山路76号能源大厦,000543,皖能电力,1993-12-20,"2,266,863,331","2,266,863,331",,,,0,0,华东,安徽,合肥市,D 水电煤气,www.wenergy.cn
主板,中原环保股份有限公司,"CENTRAL PLAINS ENVIRONMENT PROTECTION CO.,LTD",河南省郑州市中原区中原中路167号1号楼16层,000544,中原环保,1993-12-08,"974,684,488","974,684,488",,,,0,0,华中,河南,郑州市,D 水电煤气,www.cpepgc.com
主板,金浦钛业股份有限公司,"GPRO TITANIUM INDUSTRY  CO.,LTD",吉林省吉林市吉林经济技术开发区吉孤公路480号,000545,金浦钛业,1993-12-15,"986,833,096","985,403,096",,,,0,0,东北,吉林,吉林市,C 制造业,www.nthcl.com
主板,金圆环保股份有限公司,"Jinyuan EP Co.,Ltd.",吉林省长春市净月开发区中信城枫丹白露一期3栋906室,000546,金圆股份,1993-12-15,"780,781,962","711,527,273",,,,0,0,东北,吉林,长春市,N 公共环保,www.jysn.com
主板,航天工业发展股份有限公司,Addsino Co.，Ltd,福建省福州市台江区五一南路67号,000547,航天发展,1993-11-30,"1,603,685,112","1,585,560,486",,,,0,0,华东,福建,福州市,C 制造业,www.casic-addsino.com
主板,湖南投资集团股份有限公司,"HUNAN INVESTMENT GROUP CO.,LTD",湖南省长沙市天心区芙蓉中路508号之三君逸康年大酒店十二楼,000548,湖南投资,1993-12-20,"499,215,811","499,188,811",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.hntz.com.cn
主板,江铃汽车股份有限公司,"JIANGLING MOTORS CO., LTD",江西省南昌市迎宾北大道509号,000550,江铃汽车,1993-12-01,"519,214,000","518,463,160",200550,江  铃Ｂ,1995-09-29,"344,000,000","344,000,000",华东,江西,南昌市,C 制造业,www.jmc.com.cn
主板,创元科技股份有限公司,"CREATE TECHNOLOGY & SCIENCE CO.,LTD",江苏省苏州市高新区鹿山路35号,000551,创元科技,1994-01-06,"403,984,805","400,080,405",,,,0,0,华东,江苏,苏州市,S 综合,www.000551.cn
主板,甘肃靖远煤电股份有限公司,"GANSU JINGYUAN COAL INDUSTRY AND ELECTRICITY POWER CO., LTD",甘肃省白银市平川区大桥路1号,000552,靖远煤电,1994-01-06,"4,611,047,242","2,504,605,597",,,,0,0,西北,甘肃,白银市,B 采矿业,www.jymdgs.com
主板,安道麦股份有限公司,ADAMA Ltd.,湖北省荆州市北京东路93号,000553,安道麦A,1993-12-03,"2,177,071,961","2,177,067,461",200553,安道麦B,1997-05-15,"152,739,805","152,739,805",华中,湖北,荆州市,C 制造业,www.adamaltd.com.cn
主板,中国石化山东泰山石油股份有限公司,"SINOPEC SHANDONG TAISHAN PETROLEUM CO.,LTD.",山东省泰安市东岳大街369号,000554,泰山石油,1993-12-15,"480,793,318","362,647,685",,,,0,0,华东,山东,泰安市,F 批发零售,
主板,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,广东省深圳市南山区科发路8号金融服务技术创新基地2栋11B1单元,000555,神州信息,1994-04-08,"983,653,713","980,191,563",,,,0,0,华南,广东,深圳市,I 信息技术,www.dcits.com
主板,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",宁夏回族自治区银川市金凤区北京中路168号C座一楼,000557,西部创业,1994-06-17,"1,458,374,735","1,457,916,198",,,,0,0,西北,宁夏,银川市,G 运输仓储,www.xbcy.nx.cn
主板,莱茵达体育发展股份有限公司,"LANDER SPORTS DEVELOPMENT  CO.,LTD",浙江省杭州市西湖区文三路535号莱茵达大厦,000558,莱茵体育,1994-05-09,"1,289,223,949","1,288,596,996",,,,0,0,华东,浙江,杭州市,K 房地产,www.lander.com.cn
主板,万向钱潮股份公司,"WANXIANG QIANCHAO CO.,LTD",浙江省杭州市萧山区万向路,000559,万向钱潮,1994-01-10,"3,303,791,344","2,753,037,624",,,,0,0,华东,浙江,杭州市,C 制造业,www.wxqc.com.cn
主板,我爱我家控股集团股份有限公司,"5I5J HOLDING GROUP CO., LTD.",云南省昆明市东风西路1号,000560,我爱我家,1994-02-02,"2,355,500,851","2,249,720,707",,,,0,0,西南,云南,昆明市,K 房地产,000560.5i5j.com
主板,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",陕西省宝鸡市清姜路72号,000561,烽火电子,1994-05-09,"604,692,321","602,026,686",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.fenghuo.cn
主板,陕西省国际信托股份有限公司,"SHAANXI INTERNATIONAL TRUST CO.,LTD.",陕西省西安市高新区科技路50号金桥国际广场C座,000563,陕国投Ａ,1994-01-10,"5,113,970,358","3,964,012,846",,,,0,0,西北,陕西,西安市,J 金融业,www.siti.com.cn
主板,供销大集集团股份有限公司,"CCOOP GROUP CO.,LTD",陕西省西安市解放路103号,000564,ST大集,1994-01-10,"19,163,777,335","15,181,294,441",,,,0,0,西北,陕西,西安市,F 批发零售,www.gongxiaodaji.com
主板,重庆三峡油漆股份有限公司,"CHONGQING SANXIA PAINTS CO.,LTD",重庆市江津区德感工业园区,000565,渝三峡Ａ,1994-04-08,"433,592,220","433,592,220",,,,0,0,西南,重庆,重庆市,C 制造业,www.sanxia.com
主板,海南海药股份有限公司,"HAINAN HAIYAO CO.,LTD",海南省海口市秀英区南海大道192号,000566,海南海药,1994-05-25,"1,297,365,126","1,165,386,641",,,,0,0,华南,海南,海口市,C 制造业,www.haiyao.com.cn
主板,海南海德资本管理股份有限公司,"HAINAN HAIDE CAPITAL MANAGEMENT CO., LTD.",海南省海口市海德路5号,000567,海德股份,1994-05-25,"929,651,442","927,275,175",,,,0,0,华南,海南,海口市,J 金融业,www.000567.com
主板,泸州老窖股份有限公司,"LUZHOU LAO JIAO CO.,LTD",四川省泸州市国窖广场,000568,泸州老窖,1994-05-09,"1,471,987,769","1,464,519,180",,,,0,0,西南,四川,泸州市,C 制造业,www.lzlj.com
主板,常柴股份有限公司,"CHANGCHAI COMPANY,LIMITED",江苏省常州市怀德中路123号,000570,苏常柴Ａ,1994-07-01,"555,692,507","498,874,326",200570,苏常柴Ｂ,1996-09-13,"150,000,000","150,000,000",华东,江苏,常州市,C 制造业,www.changchai.com.cn
主板,新大洲控股股份有限公司,"SUNDIRO HOLDING CO., LTD.",海南省海口市桂林洋经济开发区,000571,ST大洲,1994-05-25,"814,064,000","814,034,600",,,,0,0,华南,海南,海口市,S 综合,www.sundiro.com
主板,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",海南省海口市金盘工业区金盘路12-8号,000572,海马汽车,1994-08-08,"1,644,636,426","1,642,155,224",,,,0,0,华南,海南,海口市,C 制造业,www.haima.com
主板,东莞宏远工业区股份有限公司,"DongGuan Winnerway Industrial Zone Co., Ltd.",广东省东莞市南城区宏远工业区,000573,粤宏远Ａ,1994-08-15,"638,280,604","632,930,025",,,,0,0,华南,广东,东莞市,K 房地产,www.winnerway.com.cn
主板,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",广东省江门市甘化路62号,000576,甘化科工,1994-09-07,"442,861,324","429,519,189",,,,0,0,华南,广东,江门市,C 制造业,www.gdganhua.com
主板,无锡威孚高科技集团股份有限公司,"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.",江苏省无锡国家高新技术产业开发区华山路5号,000581,威孚高科,1998-09-24,"835,793,293","824,201,457",200581,苏威孚Ｂ,1995-09-11,"172,380,000","172,380,000",华东,江苏,无锡市,C 制造业,www.weifu.com.cn
主板,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",广西壮族自治区北海市海角路145号,000582,北部湾港,1995-11-02,"1,772,127,032","1,409,668,124",,,,0,0,华南,广西,北海市,G 运输仓储,www.bbwport.cn
主板,江苏哈工智能机器人股份有限公司,"JIANGSU HAGONG INTELLIGENT ROBOT CO.,LTD",江苏省江阴市临港街道双良路15号,000584,哈工智能,1995-11-28,"760,937,577","749,228,302",,,,0,0,华东,江苏,无锡市,C 制造业,www.hgzn.com
主板,四川汇源光通信股份有限公司,"SICHUAN HUIYUAN OPTICAL COMMUNICATIONS CO.,LTD.",四川省成都市高新西区西芯大道5号,000586,汇源通信,1995-12-20,"193,440,000","193,440,000",,,,0,0,西南,四川,成都市,C 制造业,www.schy.com.cn
主板,金洲慈航集团股份有限公司,"JINZHOU CIHANG GROUP CO., LTD",黑龙江省伊春市伊春区青山西路118号,000587,*ST金洲,1996-04-25,"2,123,749,330","1,213,011,850",,,,0,0,东北,黑龙江,伊春市,C 制造业,www.goldzb.com
主板,贵州轮胎股份有限公司,"GUI ZHOU TYRE CO., LTD.",贵州省贵阳市云岩区百花大道41号,000589,贵州轮胎,1996-03-08,"1,147,573,530","1,137,564,690",,,,0,0,西南,贵州,贵阳市,C 制造业,www.gztyre.com
主板,启迪药业集团股份公司,"TUS-PHARMACEUTICAL GROUP CO., LTD.",湖南省衡阳市高新区杨柳路33号,000590,启迪药业,1996-01-19,"239,471,267","239,376,227",,,,0,0,华中,湖南,衡阳市,C 制造业,www.tuspharma.cn
